register_#,annual_dfo,country,began,ended,days,deaths,displaced,damage_usd,main_cause,severity,sq_km,flood_magnitude_index,centroid_x,centroid_y
3569,138,Tanzania,10/11/09,11/13/09,4,20,,,Heavy Rain,1,194.8,5,35.89,-6.77
3568,137,Brazil,12/11/09,11/13/09,2,3,200,,Torrential Rain,1,47.9,5.9,-43.12,-22.54
3567,136,USA,10/11/09,11/13/09,4,0,,,Tropical Storm Ida,1,468.1,5,-83.74,35.16
3566,135,India,3/11/09,8/11/09,6,70,,,Torrential Rain,1.5,35.73,6.3,77.85,11.47
3564,133,Australia,7/11/09,9/11/09,3,0,,,Heavy Rain,1,98.55,4.9,151.64,-30.39
3563,132,El Salvador,7/11/09,9/11/09,3,192,35,,Heavy Rain,2,5.541,5.5,-89,13.77
3562,131,Mexico,1/11/09,12/11/09,12,0,200,,Heavy Rain,1.5,44.32,4.5,-91.05,18.48
3561,130,United Kingdom,1/11/09,3/11/09,3,0,,,Heavy Rain,1,14.19,5.9,-3.12,55.66
3560,129,Philippines,10/30/09,4/11/09,6,0,98,,Tropical Storm Mirinae,1.5,124.9,4.6,107.66,14.91
3559,128,Paraguay,10/26/09,10/28/09,3,0,,,Heavy Rain,1,163.3,6.1,-56.27,-25.1
3558,127,Viet Nam,10/23/09,10/26/09,4,1,,,Tropical Storm,1,28.28,5.7,107.39,15.57
3557,126,Kenya,10/20/09,10/28/09,9,0,2,,Heavy Rain,1,197.7,5.1,40.68,2.99
3556,125,Niger,9/21/09,10/15/09,25,0,,,Heavy Rain,1,133.6,6.3,8.06,17.22
3555,124,Nigeria,10/20/09,10/26/09,7,0,5,,Heavy Rain,1,53.02,6.5,6.51,5.54
3554,123,Japan,7/10/09,9/10/09,3,0,5,,Typhoon Melor,1,106.3,5.6,138.2,36.42
3553,122,Nepal,4/10/09,12/10/09,9,45,,,Heavy Rain,2,129.7,5.5,80.76,29.81
3552,121,Philippines,2/10/09,10/17/09,16,438,40,,Typhoon Parma,2,34.5,6.4,121.42,17
3551,120,India,9/25/09,12/10/09,18,303,,,Heavy Rain,2,309.7,6,78.23,15.71
3550,119,Italy,1/10/09,2/10/09,2,22,,,Torrential Rain,2,1.227,7,15.73,38.11
3549,118,American Samoa,9/29/09,9/29/09,1,100,,,Tsunami,2,207.3,3.7,-173.45,-13.8
3548,117,Viet Nam,9/28/09,1/10/09,4,182,357,,Tropical storm Ketsana,2,49.03,5.6,107.98,14.9
3547,116,Philippines,9/25/09,1/10/09,7,420,200,,Tropical storm Ketsana/Ondoy,2,25.3,5.6,120.75,14.87
3546,115,Spain,9/27/09,9/28/09,2,0,,,Heavy Rain,1,2.459,5.5,-0.14,38.77
3545,114,Viet Nam,9/25/09,9/28/09,4,17,40,,Heavy Rain,1.5,47.6,3.7,108.02,15.19
3544,113,USA,9/21/09,9/28/09,8,8,220,,Heavy Rain,1.5,225.4,5.5,-84.84,34.46
3543,112,Mexico,10/9/09,9/19/09,10,0,,,Heavy Rain,2,33.56,6.4,-95.31,18.52
3541,110,Indonesia,9/15/09,9/16/09,2,38,,,Torrential Rain,2,47.76,5.9,98.59,2.89
3540,109,Nigeria,10/9/09,9/18/09,9,0,3,,Heavy Rain,2,64.2,5.3,5.68,12.26
3539,108,India,6/9/09,10/9/09,5,0,37,,Dam release,2,25.5,6.1,88.06,25.53
3538,107,Mexico,1/9/09,10/9/09,10,0,,,Heavy Rain,1,34.56,5.4,-99.25,19.5
3537,106,Philippines,1/9/09,10/9/09,10,9,,,Tropical Storm,2,36.44,5.5,121.37,17.23
3536,105,Turkey,7/9/09,10/9/09,4,31,,,Torrential Rain,2,3.167,5.9,28.95,41.09
3535,104,Mauritania,8/10/09,2/9/09,24,42,300,,Heavy Rain,1,4.814.000,4.4,2.94,16.45
3534,103,China,8/28/09,1/9/09,5,12,118,,Heavy Rain,1,81.3,8.1,105.15,26.62
3533,102,Sudan,8/16/09,8/22/09,7,5,80,,Heavy Rain,1,59.85,5.6,15.98,27.01
3531,100,Senegal,8/24/09,8/26/09,3,0,,,Heavy Rain,1,8.511,5,-16.81,14.58
3530,99,India,8/18/09,8/27/09,10,0,300,,Monsoon Rain,1,72.24,4.4,94.14,26.82
3528,97,Sri Lanka,8/15/09,8/16/09,2,0,,,Torrential Rain,1,4.744,6.4,80.63,8.38
3527,96,Laos,8/10/09,8/11/09,2,10,,,Heavy Rain,1,24.95,4,104.79,17.83
3525,94,USA,8/4/09,8/5/09,2,0,,,Torrential Rain,1,6.535,5.1,-85.69,37.07
3524,93,Sierra Leone,8/9/09,8/10/09,2,7,300,,Heavy Rain,1,11.89,4.1,-12.73,8.57
3519,88,India,8/1/09,8/4/09,4,0,3,,Levee failure,1.5,21.2,4.9,85.5,26.5
3518,87,Philippines,7/25/09,8/4/09,11,10,200,,Torrential Rain,1.5,36.98,5.1,125.37,7.65
3517,86,Turkey,7/28/09,7/29/09,2,0,,,Torrential Rain,1,9.641,5.8,38.11,40.7
3516,85,Nepal,7/26/09,7/28/09,3,22,,,Monsoon Rains,1,18.73,4.3,85.71,28
3515,84,Japan,7/26/09,7/27/09,2,28,,,Torrential Rain,1,9.647,4.7,130.57,33.29
3514,83,China,7/26/09,8/4/09,10,22,,,Torrential Rain,1,201.1,4.3,101.18,30.86
3513,82,Turkey,7/20/09,7/22/09,3,0,3,,Torrential Rain,1,13.17,6.3,38.16,40.69
3512,81,Japan,7/20/09,7/22/09,3,16,400,,Torrential Rain,1.5,11.85,4.6,131.88,34.56
3511,80,Mongolia,7/16/09,7/19/09,4,26,300,,Torrential Rain,2,138.9,4.7,101.93,47.82
3510,79,United Kingdom,7/18/09,7/19/09,2,0,,,Torrential Rain,1,3.359,6,-1.82,54.36
3509,78,Austria,7/16/09,7/19/09,4,0,,,Torrential Rain,1,2.765,3.8,15.71,47.4
3508,77,Pakistan,7/17/09,7/19/09,3,26,,,Torrential Rain,1,10.37,4,67.19,24.99
3507,76,Bosnia-Hercegovenia,7/7/09,7/15/09,9,0,,,Heavy Rain,1,6.061,4.5,17.48,44.87
3506,75,Philippines,7/16/09,7/18/09,3,5,,,Tropical Cyclone,1,47.24,4.7,121.35,17.12
3505,74,Myanmar,12/7/09,7/17/09,6,0,300,,Heavy Rain,1,542.1,5.2,101.83,4.55
3504,73,India,11/7/09,7/17/09,7,0,,,Heavy Rain,1,63.62,6.5,74.73,15.31
3503,72,South Africa,12/7/09,7/16/09,5,11,20,,Heavy Rain,1,32.7,5.6,18.92,-33.07
3502,71,Mexico,7/14/09,7/16/09,3,11,,,Heavy Rain,1,51.61,5.2,-96.97,16.45
3501,70,Ghana,6/7/09,7/17/09,12,5,300,,Heavy Rain,1,77.55,5.2,-1.04,6.21
3500,69,India,12/7/09,7/21/09,10,33,,,Heavy Rain,1,99.88,6,84.77,20.22
3499,68,Benin,1/7/09,7/17/09,17,0,3,,Heavy Rain,1,55.06,6,2.38,8.28
3498,67,Turkey,10/7/09,7/16/09,7,4,,,Heavy Rain,1,26.43,6,40.04,41
3496,65,India,1/7/09,8/7/09,8,0,500,,Heavy Rain,1,129,6.8,93.82,27.48
3495,64,Bangladesh,3/7/09,6/7/09,4,6,,,Torrential Rain,1,49.03,6,89.09,25.26
3494,63,Viet Nam,3/7/09,8/7/09,6,20,700,,Torrential Rain,1,69.86,5.3,104.3,20.67
3493,62,Botswana,10/5/09,1/7/09,53,0,,,Heavy Rain,1,571.7,5.6,23.32,-16.7
3492,61,Czech Republic,6/21/09,6/28/09,8,13,,,Heavy Rain,1.5,47.13,7.5,18.03,50.13
3491,60,Austria,6/19/09,6/24/09,6,0,,,Heavy Rain,1,12.25,5.8,14.74,48.37
3490,59,Guatamala,6/19/09,6/22/09,4,0,,,Heavy Rain,1,127,4.9,-88.64,13.42
3489,58,China,6/19/09,6/22/09,4,8,106,59000000,Heavy Rain,1,82.9,5.7,110.28,26.85
3488,57,USA,6/20/09,6/22/09,3,0,,,Heavy Rain,1,33.32,5.5,-84.58,42.29
3487,56,Cote d'Ivoire,10/6/09,12/6/09,3,18,,,Heavy Rain,1,10.72,5,-4.2,5.57
3486,55,Ghana,6/20/09,6/22/09,3,5,,,Heavy Rain,1,9.34,4.5,-0.1,5.73
3485,54,Bangladesh,5/25/09,5/26/09,2,115,20,,Tropical Storm,1.5,27.82,4.4,89.09,22.16
3484,53,Tajikistan,4/20/09,5/15/09,26,21,15,,Heavy Rain,1.5,62.47,4.9,71.29,38.51
3483,52,Haiti,5/15/09,5/21/09,7,21,,,Heavy Rain,1.5,5.754,6.4,-72.33,19.56
3482,51,USA,5/18/09,5/21/09,4,0,,,Heavy Rain,1.5,13.74,4.8,-81.21,28.98
3481,50,China,5/19/09,5/21/09,3,0,,,Heavy Rain,1,201.1,4.9,111.23,25.76
3480,49,Australia,5/19/09,5/28/09,10,0,16,,Heavy Rain,1.5,68.69,5.8,152.73,-29.05
3479,48,Afghanistan,11/5/09,5/13/09,3,0,,,Heavy Rain,1,58.89,6,64.4,34.88
3478,47,USA,3/5/09,10/5/09,8,0,,,Heavy Rain,2,16.46,5.2,-81.28,37.66
3477,46,Philippines,3/5/09,8/5/09,6,47,65,,Tropical Cyclone,1.5,21.37,5.4,121.36,18.03
3476,45,USA,1/5/09,7/6/09,38,0,,,snowmelt,1.5,790.45,5.3,-142.3,65.43
3475,44,Brazil,4/22/09,5/14/09,23,39,408,,Heavy Rain,2,524.4,7.7,-45.43,-3.19
3474,43,USA,4/20/09,4/29/09,10,5,,,Heavy Rain,1.5,60.19,7.4,-95.96,29.47
3473,42,Indonesia,4/17/09,4/27/09,11,0,20,,Heavy Rain,1,9.797,6,116.93,-0.3
3472,41,Burundi,4/12/09,4/15/09,4,0,8,,Heavy Rain,1,11.71,5,29.75,-3.27
3470,39,Canada,4/1/09,4/9/09,9,0,200,,Ice jam/break-up,1,20.49,6.5,-67.63,47.16
3469,38,USA,4/6/09,4/9/09,4,0,1,,Heavy Rain,2,82.06,5.3,-85.23,30.84
3468,37,Australia,3/30/09,3/31/09,2,0,,,Heavy Rain,1.5,56.5,5.8,151.35,-32.46
3467,36,Zambia,2/27/09,4/25/09,58,150,54,240000000,Heavy Rain,2,1.148.000,5.2,24.23,-18.76
3465,34,Indonesia,3/30/09,3/31/09,2,0,1,,Torrential Rain,1,44.4,4.3,100.73,-1.21
3464,33,USA,3/24/09,4/20/09,28,0,5,,Snowmelt and Heavy Rain,2,39.74,4.9,-97.03,48.25
3463,32,Malaysia,3/17/09,3/19/09,3,1,330,,Heavy Rain,1,14.51,6.3,114.67,4.27
3462,31,Angola,1/3/09,3/19/09,19,90,20,,Heavy Rain,1,187.9,4.6,-17.08,16.68
3461,30,Mozambique,4/3/09,9/3/09,6,0,,,Heavy Rain,1,29.98,6.6,32.17,-25.12
3460,29,USA,6/3/09,3/13/09,8,0,,,Heavy Rain,1,94.12,5.3,-91.01,41.68
3459,28,South Africa,2/28/09,3/3/09,4,5,300,,Heavy Rain,1,56.34,5.9,30.82,-29.41
3458,27,Indonesia,2/23/09,9/3/09,15,1,20,,Heavy Rain,1.5,21.57,5.4,121.98,0.81
3457,26,Bolivia,12/2/09,2/23/09,12,0,,,Heavy Rain,1,167.9,5.7,-62.62,-18.76
3456,25,Bosnia and Herzogovina,1/2/09,2/16/09,16,0,,,Heavy Rain,1,20.49,6.3,18.18,43.5
3455,24,Costa Rica,5/2/09,2/16/09,12,0,,,Heavy Rain,1,7.232,5.5,-83.28,10.05
3454,23,Angola,2/14/09,2/16/09,3,2,415,,Heavy Rain,1,61.81,4.9,14.15,-9.84
3453,22,Peru,2/15/09,2/17/09,3,1,300,,Heavy Rain,1,85.6,5.3,-74.43,-13.57
3452,21,Columbia,2/15/09,2/17/09,3,6,10,,Heavy Rain,1,72.65,5.4,-76.51,4.36
3451,20,Brazil,12/2/09,2/16/09,5,0,3,,Heavy Rain,1.5,109.3,5.3,-46.96,-24.19
3450,19,Solomon Islands,12/2/09,2/16/09,5,13,3,,Heavy Rain,1.5,118,5.9,-158.66,-8.14
3449,18,USA,9/2/09,10/2/09,2,0,1,,Heavy Rain and Snowmelt,1.5,47.81,5.9,-122.91,46.91
3448,17,Argentina,9/2/09,10/2/09,2,9,,,Brief Torrential Rain,1.5,225.6,5.2,-64.29,-24.15
3447,16,United Kingdom,7/2/09,12/2/09,6,0,,,Heavy Rain and Snowmelt,1.5,76.95,5.8,-1.28,52.5
3446,15,Dominican Republic,2/2/09,12/2/09,11,5,10,,Heavy Rain,1,15.15,5.8,-70.08,19.28
3445,14,Morocco,1/2/09,12/2/09,12,24,2,,Heavy Rain,1.5,188.2,5.2,-6.16,32.65
3444,13,Philippines,7/2/09,9/2/09,3,5,,,Heavy Rain,2,8.473,6.5,122.97,9.9
3443,12,Malaysia,2/2/09,12/2/09,11,0,2,,Heavy Rain,1,52.06,4.7,113.77,3.34
3442,11,Indonesia,1/28/09,2/2/09,6,18,12,,Heavy Rain,1,60.61,5.8,120.26,-2.63
3441,10,Madagascar,1/22/09,1/29/09,8,3,3,,Tropical Cyclone,1,207.8,5.6,46.52,-17.69
3440,9,Algeria,1/26/09,1/27/09,2,33,,,Heavy Rain,1,132.8,6.2,0.71,29.61
3439,8,Australia,1/26/09,2/27/09,33,0,400,,Tropical Cyclone,2,477.5,5.4,120.56,-20.11
3438,7,Australia,1/22/09,2/2/09,12,0,,,Heavy Rain,1,427.4,7.5,150.68,-29.41
3437,6,Philippines,1/26/09,1/27/09,2,5,200,,Heavy Rain,1,17.18,6.7,124.95,7.12
3436,5,Brazil,1/20/09,1/27/09,8,11,,,Heavy Rain,1,1.186.000,4.5,-44.89,-16.59
3435,4,Domnican Republic,1/8/09,1/16/09,9,11,,44000000,Heavy Rain,1,14.54,7,-70.14,19.32
3434,3,Romania,1/23/09,1/26/09,4,11,,,Snowmelt,1,19.41,5.1,24.93,47.61
3433,2,France,1/23/09,1/26/09,4,11,,,Heavy Rain,1,173.2,4.9,-2.6,42.24
3431,180,Viet Nam,12/25/08,1/5/09,12,9,20,,Heavy Rain,1,29.58,3.8,107.06,16.89
3430,179,USA,12/29/08,1/16/09,19,0,,,Heavy Rain,1.5,35.11,5.6,-123.77,42.84
3429,178,Malaysia,12/29/08,1/19/09,22,0,10,,Heavy Rain,1,76.57,6,101.1,6.64
3427,176,Philippines,1/3/09,1/13/09,11,28,200,,Tropical Storm and Heavy Rain,1,36.19,0,125.04,8.45
3425,174,Indonesia,12/26/08,1/12/09,18,24,,,Heavy Rain,1,126.7,6.5,103.14,-3.33
3424,173,USA,12/26/08,12/28/08,3,0,,,Heavy Rain,1,66.26,6.4,-123.53,44.66
3423,172,USA,12/26/08,12/28/08,3,0,,,Snowmelt,1,313.4,5.3,-89.46,41.04
3422,171,Guyana,12/10/08,12/17/08,8,0,,,Heavy Rain,1,40,6,-58.58,7.01
3420,169,United Kingdom,12/13/08,12/14/08,2,2,,,Brief Torrential Rain,1,21.32,7,-1.73,51.49
3419,168,USA,12/11/08,12/15/08,5,0,200,,Brief Torrential Rain,1,4.905,4.6,-155.46,19.62
3418,167,Italy,12/11/08,12/15/08,5,0,,,Heavy Rain,1,5.425,4.4,13.16,41.83
3417,166,Malaysia,12/1/08,12/8/08,8,0,2,,Heavy Rain,1,58.1,4.4,101.82,4.94
3416,165,Thailand,11/20/08,12/10/08,21,21,200,,Heavy Rain,2,15.65,5.7,100.11,7.55
3415,164,Phillippines,12/1/08,12/10/08,10,18,50,,Heavy Rain,2,24.11,5.8,121.77,17.2
3414,163,Italy,12/1/08,12/4/08,4,0,,,High Tides,2,2.22,5.7,12.19,45.02
3413,162,Sri Lanka,11/22/08,12/4/08,13,61,171,,Tropical Cyclone,2,103.4,4.2,80.8,8.57
3412,161,Brazil,11/22/08,12/3/08,12,117,80,,Heavy Rain,2,103.4,6.4,-49.34,-25.1
3411,160,Venezuela,11/20/08,11/23/08,4,0,,,Heavy Rain,1,61.39,6.4,-66.4,9.77
3409,158,Philippines,11/18/08,11/24/08,7,6,30,,Heavy Rain,1,21.77,5.6,121.35,17.95
3407,156,Cuba,11/17/08,11/20/08,4,0,20,,Heavy Rain,1.5,35.29,5.2,-76.17,20.61
3406,155,Australia,11/19/08,11/20/08,2,0,100,,Torrential Rain,1.5,183.5,5.3,151.49,-30.05
3405,154,South Africa,12/11/08,11/17/08,6,0,100,,Heavy Rain,1,76.45,5.7,20.9,-33.01
3404,153,Ethiopia,11/16/08,11/20/08,5,11,500,,Heavy Rain,1,25.49,5.7,43.06,0.83
3403,152,USA,6/11/08,12/11/08,7,2,,,Heavy Rain,1.5,75.16,5.1,-122.77,47.01
3402,151,Kenya,10/11/08,12/11/08,3,0,28,,Heavy Rain,1.5,37.96,5.9,35.12,0.05
3401,150,Somalia,3/11/08,4/11/08,2,0,52,,Heavy Rain,1.5,111.9,5.2,43.5,1.25
3400,149,Viet Nam,10/27/08,3/11/08,8,92,3,,Heavy Rain,2,74.59,5.5,106.32,20.74
3397,146,Honduras,10/19/08,12/11/08,25,110,320,15000000,Tropical Depressions,2,96.39,5.7,-89.28,15.86
3396,145,Viet Nam,10/19/08,10/20/08,2,22,12,,Heavy Rain,1.5,39.09,6.7,107.46,14.9
3394,143,Kenya,10/14/08,10/16/08,3,3,10,,Heavy Rain,1,45.13,6.2,41.9,4
3393,142,China,10/10/08,10/16/08,7,2,50,,Heavy Rain,1.5,29.94,5.1,109.82,19.16
3392,141,Rwanda,1/10/08,6/10/08,6,0,2,,Heavy Rain,1,11.14,5.5,29.89,-1.72
3391,140,Nicaragua,1/10/08,6/10/08,6,9,3,,Heavy Rain,2,13.95,4.8,-86.37,12.06
3390,139,Sudan,3/10/08,6/10/08,4,17,3,,Heavy Rain,1,81.58,5.2,29.66,9.24
3389,138,Algeria,1/10/08,10/17/08,17,65,,,Torrential Rain,2,34.76,5.5,3.48,32.24
3387,136,China,9/26/08,9/29/08,4,0,,,Heavy Rain,1,6.853,5.3,108.72,21.93
3386,135,Guatamala,9/27/08,9/28/08,2,0,,,,1.5,16.45,4.4,-89.33,15.69
3385,134,Viet Nam,9/25/08,9/29/08,5,41,,87000000,Tropical Storm Hagupit,2,58.98,4.7,104.59,21.9
3384,133,Thailand,11/9/08,4/10/08,23,0,,8000000,Monsoonal Rain,1.5,165.8,5.8,103.18,17.82
3383,132,Nepal,9/22/08,9/29/08,8,49,13,,Monsoonal Rain,2,168.1,6.8,78.94,30.52
3381,130,Puerto Rico,9/21/08,9/23/08,3,4,,,Heavy rain,1.5,1.644,6.9,-66.55,18.05
3380,129,Taiwan,9/14/08,9/15/08,2,0,,,Tropical Storm Sinlaku,1.5,1.866,3.9,121.57,24.67
3379,128,USA,12/9/08,9/16/08,5,8,200,2000000000,Tropical Storm Ike,1.5,652.5,3.7,-90.45,35.05
3378,127,Iraq,10/9/08,11/9/08,2,3,400,,Torrential rain,1.5,3.31,6.7,45.11,36.16
3377,126,Iran,9/9/08,10/9/08,2,19,200,,Torrential rain,1.5,213.2,4,51.3,47.95
3376,125,United Kingdom,6/9/08,8/9/08,3,0,200,3000000,Torrential rain,1.5,47.37,5.8,-1.8,53.26
3375,124,Malaysia,5/9/08,7/9/08,3,0,125,108000000,Torrential Rain,1.5,127.7,5.3,102.12,4.08
3373,122,Haiti,6/9/08,8/9/08,3,58,125,,Tropical Storm Ike,1.5,25.89,4.6,-71.69,18.46
3371,120,Bangladesh,8/30/08,8/9/08,10,0,600,,Monsoon Rains,1.5,59.25,6.1,90.21,21.02
3370,119,USA,1/9/08,2/9/08,2,0,,,Hurricane Gustav,1.5,163.4,5.9,-92.49,31.34
3369,118,Haiti,8/26/08,8/28/08,3,22,5,,Tropical Storm Gustav,1.5,33.22,5.7,-71.98,18.87
3368,117,Chad,7/20/08,8/25/08,37,0,200,,Heavy seasonal rains,1.5,61.82,5.2,18.35,9.23
3367,116,Ethiopia,8/20/08,8/28/08,9,3,18,,Heavy seasonal rains,1.5,69.64,6.5,33.31,7.59
3366,115,USA,8/20/08,8/28/08,9,12,400,,Tropical Storm Fay,2,98.48,6,-82.86,29.66
3364,113,USA,8/17/08,8/20/08,4,0,4,,heavy rain,1.5,761,7.1,-106.01,31.49
3363,112,USA,8/17/08,8/18/08,2,0,250,,Dam Failure,1.5,385,3.7,-112.73,36.25
3362,111,Dominican Republic,8/16/08,8/18/08,3,0,,,Tropical Storm Fay,1.5,37.96,3.1,-71.58,19.16
3361,110,United Kingdom,8/15/08,8/16/08,2,0,,,Torrential rain,2,23.13,5.2,-7.23,54.49
3358,107,USA,8/9/08,8/11/08,3,0,,,Torrential rain,1,136.1,6.5,-96.32,37.83
3357,106,USA,8/8/08,8/11/08,4,1,,,Torrential rain,2,53.27,5.6,-71.45,44.33
3356,105,India,8/5/08,8/11/08,7,74,,,Heavy monsoon rains,1.5,75.49,5.6,81.38,16.65
3355,104,Viet Nam,8/9/08,8/11/08,3,100,,,Tropical Storm Kammuri,2,50.404,5.9,105.21,22.05
3354,103,China,8/8/08,8/11/08,4,0,42,,Tropical Storm Kammuri,2,8.41,5.5,113.15,22.33
3352,101,United Kingdom,8/6/08,8/8/08,3,0,,,Torrential rain,1.5,27.72,5.3,-3.89,56.23
3351,100,Sudan,8/7/08,8/8/08,2,0,,,Torrential rain,1,155.6,5.1,30.76,6.61
3349,98,Togo,8/1/08,8/8/08,8,0,,,Torrential rain,1,66.96,4.5,1.04,7.69
3348,97,Chad,8/2/08,8/8/08,7,0,,,Torrential rain,1,179,5.7,15.45,9.29
3347,96,Pakistan,8/2/08,8/4/08,100,35,200,,Torrential rain,2,32.49,0,71.7,33.92
3346,95,Canada,8/3/08,8/4/08,2,0,,,Torrential rain,2,9.315,6.8,-68.99,47.64
3345,94,China,7/28/08,8/8/08,12,0,93,356000000,Tropical Storm Fung-Wong,2,533.9,4.6,114.41,32.56
3344,93,Japan,7/28/08,7/29/08,2,5,50,,Torrential rain,2,52.42,7.1,136.38,35.88
3343,92,Mali,7/15/08,8/4/08,21,9,,,heavy rain,1.5,1.090.000,5.3,-3.15,13.31
3342,91,New Zealand,7/30/08,7/31/08,2,0,,,Torrential rain,2,26.21,7.5,172.42,-42.22
3341,90,Canada,7/30/08,7/31/08,2,0,,,Torrential rain,2,160.1,5,-58.51,51.97
3340,89,USA,7/30/08,8/11/08,13,0,,,heavy rain,2,163.7,5.8,151.02,64.28
3339,88,Philippines,7/28/08,7/29/08,2,4,76,,"""Tropical Storm """"Fung-wong""""""",2,61.67,6.6,120.97,23.35
3338,87,India,7/20/08,8/8/08,20,142,225,,monsoonal rainfall,2,283.8,5.4,89.79,27.5
3337,86,Ukraine,7/22/08,7/30/08,9,40,172,300000000,heavy rain,2,55.71,7.1,24.38,48.17
3336,85,Mexico,7/21/08,7/29/08,9,1,180,,"""Tropical Cyclone """"Dolly""""""",2,457.3,6,-102.79,29.79
3335,84,Liberia,7/20/08,7/20/08,1,0,,,,1.5,33.62,6.9,-10.21,6.23
3334,83,Chile,11/7/08,7/20/08,10,0,,,,1.5,161.6,4.7,-71.94,-39.12
3333,82,Taiwan,7/18/08,7/18/08,1,19,,,Tropical Storm Kalmaegi,2,17.09,6.4,120.79,22.94
3332,81,Algeria,7/15/08,7/16/08,2,3,,,,1,76.33,4.5,-98.15,21.36
3330,79,Indonesia,9/7/08,10/7/08,2,1,,,,1,89.29,6.2,116.24,-1.68
3329,78,United Kingdom,8/7/08,12/7/08,5,0,,,,1,75.68,5.3,-1.78,52.86
3328,77,South Africa,4/7/08,7/7/08,4,0,2,,,1,21.02,5.6,18.74,-33.13
3327,76,India,5/7/08,7/14/08,10,350,70,,Monsoon Rain,1.5,426.5,4.9,90.12,25.24
3326,75,Japan,6/27/08,6/30/08,4,0,128,,,1,147.2,6.8,137.19,35.46
3325,74,China,6/24/08,6/27/08,4,0,,,Tropical  Storm Fenshen,1.5,374,5.8,112.3,23.54
3323,72,South Africa,6/19/08,6/22/08,10,0,4,R$100000000,Heavy Rain,1.5,47.13,6.2,29.87,-30.91
3319,68,India,11/6/08,3/7/08,23,65,500,,,1.5,350.6,5.9,91.54,25.18
3316,65,Belize,5/31/08,5/6/08,6,2,,,Tropical Storm Arthur,1,33.64,7.6,-88.1,17.3
3315,64,Western Europe,1/6/08,3/6/08,3,3,,,Heavy rain,1,154.3,5.3,8.91,48.08
3314,63,Sri Lanka,5/29/08,5/6/08,8,23,400,,Monsoonal rain,1.5,40.67,5.7,80.77,7.18
3313,62,USA,5/24/08,5/6/08,13,13,,,Heavy rain,1,338,5.7,-88.4,36.98
3312,61,India,5/24/08,5/28/08,5,0,,,Heavy rain,1,63,6.6,93.75,26.4
3311,60,Columbia,5/27/08,5/28/08,2,0,400,,Heavy rain,1,36,5.5,-74.07,6.63
3310,59,China,5/27/08,5/6/08,10,64,5,see notes,Heavy rain,1,106,4.9,105.81,26.62
3309,58,Chile,5/19/08,5/27/08,9,4,32,,Heavy rain,1,110.5,6,-71.95,-35.86
3308,57,Philippines,5/18/08,5/22/08,5,37,34,see notes,Tropical cyclone,1,14.85,6,120.56,17.12
3307,56,Russia,12/5/08,5/25/08,14,0,700,,Ice jam/break-up,1,595.3,4.9,130.54,60.5
3306,55,Philippines,10/5/08,5/18/08,9,1,50,see notes,Tropical cyclone,1,24.92,6.9,122.88,9.88
3305,54,Vietnam,11/5/08,12/5/08,2,4,500,,Heavy rain,1,5.3,5.4,107.83,12.14
3304,53,Algeria,10/5/08,12/5/08,3,7,,,Heavy rain,1,20.67,4,5.75,35.81
3300,49,Sri Lanka,4/27/08,3/5/08,7,9,18,,Heavy rain,1,4.94,5.7,80.42,6.69
3299,48,Canada,4/26/08,1/5/08,6,0,2,,Ice jam/break-up,1,3.18,4.5,-81.96,52.15
3298,47,Australia,4/24/08,4/27/08,4,0,,,Heavy rain,1,1,4.3,152.55,-31.89
3295,44,Tanzania,4/11/08,5/16/08,36,0,800,,Heavy rain,1,15.13,4.9,36.46,-8.55
3294,43,Kenya,4/20/08,4/22/08,3,0,2,,Heavy rain,1.5,240,5.7,34.49,-0.56
3293,42,Canada,4/10/08,4/24/08,15,0,400,,Snowmelt,1.5,22.9,3,-77.47,44.46
3291,40,Kenya,3/28/08,4/2/08,6,3,160,,Heavy rain,1,3.97,7.4,35.22,-0.18
3289,38,Indonesia,10/3/08,4/3/08,25,0,60,,Heavy rain,1,80.09,6,101.78,0.54
3288,37,Kenya,3/20/08,4/2/08,14,2,10,,Heavy rain,1,21.28,6.3,37.67,2.83
3287,36,India,3/20/08,3/27/08,8,37,10,,Heavy rain,1,144.3,5.5,78.72,10.76
3286,35,USA,3/17/08,2/5/08,47,18,1,see notes,Rain and snowmelt,1.5,928.7,6.1,-89.15,36.23
3284,33,Colombia,11/3/08,3/15/08,5,5,,,Heavy rain,1,4,5.9,-75.42,2.68
3281,30,Indonesia,1/3/08,4/3/08,34,3,12,,Heavy rain,1,16.85,5.6,112.37,-7.13
3280,29,Morocco,2/26/08,2/28/08,3,4,,,Heavy rain,1,23.6,5.8,-7.11,32.11
3279,28,Iran,1/13/08,1/29/08,17,0,3,,Heavy rain,1,108.1,4.9,61.27,26.55
3275,24,Madagascar,2/17/08,5/3/08,18,93,191,,Tropical cyclone,1,361.6,5.6,46.9,-18.69
3273,22,Zambia,9/2/08,1/5/08,83,4,15,,Heavy rain,1,425.7,6.1,23.79,23.79
3272,21,Indonesia,2/14/08,3/14/08,30,0,10,,Heavy rain,1,10.43,7.5,107.29,-6.26
3271,20,Australia,2/13/08,2/26/08,14,2,1,see notes,Heavy rain,2,44.35,5.5,149.54,-22.46
3270,19,Indonesia,8/2/08,12/2/08,5,14,7,,Heavy rain,1,400,6.1,114,-7.74
3269,18,USA,6/2/08,12/2/08,7,0,150,,Rain and snowmelt,1.5,119,3.3,-86.84,40.85
